id,uri,lemma,pos,morpho,principal_parts,irregular_forms,alternative_forms,pronunciation,prosody,validated
206949,31489,अभ्युद्दृष्टेष्टि,n,n-----f--i,,,,/ə.ˈbʱjud̪.ˈd̪ɹ̩ʂ.ʈeːʂ.ʈi/,अभ्य्-उद्दृष्टेष्टि,0
206950,31488,अभ्युद्दृष्टा,n,n-----f--ā,,,,/ə.ˈbʱjud̪.ˈd̪ɹ̩ʂ.ʈɑː/,अभ्य्-उद्दृष्टा,0
206951,,अभ्युदे,v,v----a---- v----d----,,,,/ə.bʱju.d̪eː/,अभ्य्-उद्-ए,0
206952,,अभ्युद्ग,a,ap----a--a,,,,/ə.ˈbʱjud̪.gə/,अभ्य्-उद्ग,0
206953,31485,अभ्युद्गम,n,n-----m--a,,,,/ə.ˈbʱjud̪.gə.mə/,अभ्य्-उद्गम,0
206954,31486,अभ्युद्गमन,n,n-----n--a,,,,/ə.ˈbʱjud̪.gə.mə.nə/,अभ्य्-उद्गमन,0
206955,,अभ्युद्गत,a,ap----a--a,,,,/ə.ˈbʱjud̪.gə.t̪ə/,अभ्य्-उद्-गत,0
206956,31484,अभ्युद्गतराज,n,n-----m--a,,,,/ə.ˈbʱjud̪.gə.t̪ə.ɹɑː.d͡ʑə/,अभ्य्-उद्-गत-राज,0
206957,209543,अभ्युद्गति,n,n-----f--i,,,,/ə.ˈbʱjud̪.gə.t̪i/,अभ्य्-उद्गति,0
206958,,अभ्युद्गा,v,v----a--3- v----d--3- v----a--2- v----d--2-,,,,/ə.ˈbʱjud̪.gɑː/,अभ्य्-उद्-गा,0
206959,,अभ्युदि,v,v----a--2- v----d--2-,,,,/ə.bʱju.d̪i/,अभ्य्-उद्-इ,0
206960,31476,अभ्युदित,a,ap----a--a,,,,/ə.bʱju.d̪i.t̪ə/,अभ्य्-उदित,0
206962,31477,अभ्युदित,n,n-----n--a,,,,/ə.bʱju.d̪i.t̪ə/,अभ्यु॔दित,0
206963,,अभ्युदितशायिता,n,n-----f--ā,,,,/ə.bʱju.d̪i.t̪ə.ɕɑː.ji.t̪ɑː/,अभ्य्-उदित-शायि-ता,0
206964,,अभ्युदितेष्टि,n,n-----f--i,,,,/ə.bʱju.d̪i.t̪eːʂ.ʈi/,अभ्युदितेष्टि,0
206965,31478,अभ्युदिता,n,n-----f--ā,,,,/ə.bʱju.d̪i.t̪ɑː/,अभ्य्-उदिता,0
206966,,अभ्युद्यत,a,ap----a--a,,,,/ə.ˈbʱjud̪.jə.t̪ə/,अभ्य्-उद्-यत,0
206967,,अभ्युदाचारिन्,a,ap----a--n,,,,/ə.bʱju.d̪ɑː.t͡ɕɑː.ɹin/,अभ्य्-उदाचारिन्,0
206968,31472,अभ्युदाहरण,n,n-----n--a,,,,/ə.bʱju.d̪ɑː.ɦə.ɹə.ɳə/,अभ्य्-उदाहरण,0
206969,,अभ्युदाहृ,v,v----d--9-,,,,/ə.bʱju.d̪ɑː.ɦɹ̩/,अभ्य्-उद्-आ-हृ,0
206970,,अभ्युदानी,v,v----a--0-,,,,/ə.bʱju.d̪ɑː.niː/,अभ्य्-उद्-आ-नी,0
206971,159350,अभ्युदीक्ष्,v,v----d--1-,,,,/ə.bʱju.d̪iːkʂ/,अभ्य्-उद्-ईक्ष्,0
206972,,अभ्युदीर्,v,v----d--2- v----a--2-,,,,/ə.bʱju.d̪iːɹ/,अभ्य्-उद्-ईर्,0
206973,31481,अभ्युदीरित,a,ap----a--a,,,,/ə.bʱju.d̪iː.ɹi.t̪ə/,अभ्य्-उदीरित,0
206974,,अभ्युदीरिते,r,rp--------,,,,/ə.bʱju.d̪iː.ɹi.t̪eː/,अभ्य्-उदीरिते,0
206975,,अभ्युदूह्,v,v----a--1- v----d--1-,,,,/ə.bʱju.d̪uːɦ/,अभ्य्-उद्-ऊह्,0
206976,,अभ्युज्जयिनि,r,rp--------,,,,/ə.ˈbʱjud͡ʑ.d͡ʑə.ji.ni/,अभ्य्-उज्जयिनि,0
206977,,अभ्युज्जि,v,v----d--1- v----d--9-,,,,/ə.ˈbʱjud͡ʑ.d͡ʑi/,अभ्य्-उज्-जि,0
206978,,अभ्युज्जीव्,v,v----d--1-,,,,/ə.ˈbʱjud͡ʑ.d͡ʑiːʋ/,अभ्य्-उज्-जीव्,0
206979,,अभ्युक्त,a,ap----a--a,,,,/ə.ˈbʱjuk.t̪ə/,अभ्य्-उक्त,0
206980,,अभ्युक्ष्,v,v----a--1- v----d--1-,,,,/ə.bʱjukʂ/,अभ्य्-उक्ष्,0
206981,31455,अभ्युक्षण,n,n-----n--a,,,,/ə.ˈbʱjuk.ʂə.ɳə/,अभ्य्-उक्षण,0
206982,31456,अभ्युक्षित,a,ap----a--a,,,,/ə.ˈbʱjuk.ʂi.t̪ə/,अभ्य्-उक्षित,0
206983,,अभ्युल्लसत्,a,ap----a--c,,,,/ə.ˈbʱjul.lə.sət̪/,अभ्य्-उल्लसत्,0
206984,,अभ्युन्मोदनीय,a,ap----a--a,,,,/ə.bʱjun.moː.d̪ə.niː.jə/,अभ्य्-उन्मोदनीय,0
206985,31492,अभ्युन्नत,a,ap----a--a,,,,/ə.bʱjun.nə.t̪ə/,अभ्य्-उन्नत,0
206986,,अभ्युन्नी,v,v----a--0-,,,,/ə.bʱjun.niː/,अभ्य्-उन्-नी,0
206987,,अभ्युपधा,v,v----a--3- v----d--3- v----a--1- v----d--1- v----a--2- v----d--4- v----a--4-,,,,/ə.bʱju.pə.d̪ʰɑː/,अभ्य्-उप-धा,0
206988,,अभ्युपगम्,v,v----a--1- v----a--2- v----a--3- v----d--1-,,,,/ə.bʱju.pə.gəm/,अभ्य्-उप-गम्,0
206989,31496,अभ्युपगम,n,n-----m--a,,,,/ə.bʱju.pə.gə.mə/,अभ्य्-उपगम,0
206990,31497,अभ्युपगमसिद्धान्त,n,n-----m--a,,,,/ə.bʱju.pə.gə.mə.ˈsid̪.d̪ʰɑːn.t̪ə/,अभ्य्-उपगम-सिद्धान्त,0
206991,31498,अभ्युपगमित,a,ap----a--a,,,,/ə.bʱju.pə.gə.mi.t̪ə/,अभ्य्-उपगमित,0
206992,,अभ्युपगन्तव्य,a,ap----a--a,,,,/ə.bʱju.pə.gən.ˈt̪əʋ.jə/,अभ्य्-उपगन्तव्य,0
206993,31495,अभ्युपगन्तृ,a,ap----a--r,,,,/ə.bʱju.pə.gən.t̪ɹ̩/,अभ्य्-उपगन्तृ,0
206994,,अभ्युपगत,a,ap----a--a,,,,/ə.bʱju.pə.gə.t̪ə/,अभ्य्-उपगत,0
206995,,अभ्युपलक्ष्,v,v----d--1- v----a--1- v----a--0- v----d--0-,,,,/ə.bʱju.pə.ləkʂ/,अभ्य्-उप-लक्ष्,0
206996,,अभ्युपमन्त्र्,v,v----d--0- v----a--0-,,,,/ə.bʱju.pə.mənt̪ɹ/,अभ्य्-उप-मन्त्र्,0
206997,159364,अभ्युपनिवृत्,v,v----d--1-,,,,/ə.bʱju.pə.ni.ʋɹ̩t̪/,अभ्य्-उप-नि-वृत्,0
206998,159365,अभ्युपपद्,v,v----d--4-,,,,/ə.bʱju.pə.pəd̪/,अभ्य्-उप-पद्,0
206999,,अभ्युपपन्न,a,ap----a--a,,,,/ə.bʱju.pə.pən.nə/,अभ्य्-उपपन्न,0
207000,31499,अभ्युपपत्ति,n,n-----f--i,,,,/ə.bʱju.pə.ˈpət̪.t̪i/,अभ्य्-उपपत्ति,0
207001,,अभ्युपपत्तृ,n,n-----m--r,,,,/ə.bʱju.pə.ˈpət̪.t̪ɹ̩/,अभ्य्-उपपत्तृ,0
207002,213637,अभ्युपपादन,n,n-----n--a,,,,/ə.bʱju.pə.pɑː.d̪ə.nə/,अभ्य्-उपपादन,0
207003,,अभ्युपसद्,v,v----a--1- v----a--6-,,,,/ə.bʱju.pə.səd̪/,अभ्य्-उप-सद्,0
207004,159372,अभ्युपसेव्,v,v----d--1-,,,,/ə.bʱju.pə.seːʋ/,अभ्य्-उप-सेव्,0
207005,,अभ्युपस्थित,a,ap----a--a,,,,/ə.bʱju.ˈpəs.t̪ʰi.t̪ə/,अभ्य्-उप-स्थित,0
207006,,अभ्युपस्था,v,v----a--1- v----d--1-,,,,/ə.bʱju.ˈpəs.t̪ʰɑː/,अभ्य्-उप-स्था,0
207007,,अभ्युपसृ,v,v----a--1- v----a--3- v----d--3- v----a--0- v----d--0-,,,,/ə.bʱju.pə.sɹ̩/,अभ्य्-उप-सृ,0
207008,,अभ्युपविश्,v,v----a--6- v----d--6-,,,,/ə.bʱju.pə.ʋiɕ/,अभ्य्-उप-विश्,0
207009,,अभ्युपयुक्त,a,ap----a--a,,,,/ə.bʱju.pə.ˈjuk.t̪ə/,अभ्य्-उपयुक्त,0
207010,159367,अभ्युपया,v,v----a--2-,,,,/ə.bʱju.pə.jɑː/,अभ्य्-उप-या,0
207011,31502,अभ्युपशान्त,a,ap----a--a,,,,/ə.bʱju.pə.ɕɑːn.t̪ə/,अभ्य्-उप-शान्त,0
207012,,अभ्युपे,v,v----a----,,,,/ə.bʱju.peː/,अभ्य्-उपे,0
207013,,अभ्युपेक्ष्,v,v----a---- v----d----,,,,/ə.bʱju.peːkʂ/,अभ्य्-उपेक्ष्,0
207014,,अभ्युपेत,a,ap----a--a,,,,/ə.bʱju.peː.t̪ə/,अभ्य्-उपेत,0
207015,,अभ्युपेतव्य,a,ap----a--a,,,,/ə.bʱju.peː.ˈt̪əʋ.jə/,अभ्य्-उपेतव्य,0
207016,31510,अभ्युपेत्याशुश्रूषा,n,n-----f--ā,,,,/əbʱjupeːt̪jɑːɕuɕɹuːʂɑː/,अभ्युपेत्याशुश्रूषा,0
207017,,अभ्युपेयिवस्,a,ap----a-sa,,ap----f-sī=>युषी,,/ə.bʱju.peː.ji.ʋəs/,अभ्य्-उपेयिवस्,0
207018,,अभ्युपादा,v,v----a--4-,,,,/ə.bʱju.pɑː.d̪ɑː/,अभ्य्-उपा-दा,0
207019,,अभ्युपागत,a,ap----a--a,,,,/ə.bʱju.pɑː.gə.t̪ə/,अभ्य्-उपा-गत,0
207020,,अभ्युपाहृ,v,v----d--9-,,,,/ə.bʱju.pɑː.ɦɹ̩/,अभ्य्-उपा-हृ,0
207021,,अभ्युपाकृ,v,v----a--0-,,,,/ə.bʱju.pɑː.kɹ̩/,अभ्य्-उपा-कृ,0
207022,,अभ्युपाकृष्,v,v----a--1- v----d--1- v----a--6- v----d--6-,,,,/ə.bʱju.pɑː.kɹ̩ʂ/,अभ्य्-उपा-कृष्,0
207023,,अभ्युपावहृ,v,v----d--9-,,,,/ə.bʱju.pɑː.ʋə.ɦɹ̩/,अभ्य्-उपाव-हृ,0
207024,159380,अभ्युपावृत्,v,v----d--1-,,,,/ə.bʱju.pɑː.ʋɹ̩t̪/,अभ्य्-उपा-वृत्,0
207025,31505,अभ्युपावृत्त,a,ap----a--a,,,,/ə.bʱju.pɑː.ˈʋɹ̩t̪.t̪ə/,अभ्य्-उपा॔-वृत्त,0
207026,31506,अभ्युपाय,n,n-----m--a,,,,/ə.bʱju.pɑː.jə/,अभ्य्-उपाय,0
207027,31507,अभ्युपायन,n,n-----n--a,,,,/ə.bʱju.pɑː.jə.nə/,अभ्य्-उपायन,0
207028,159378,अभ्युपाया,v,v----a--2-,,,,/ə.bʱju.pɑː.jɑː/,अभ्य्-उपा-या,0
207029,,अभ्युत्क्रम्,v,v----a--1- v----d--1- v----a--4- v----d--4-,,,,/ə.ˈbʱjut̪.kɹəm/,अभ्य्-उत्-क्रम्,0
207030,31465,अभ्युत्क्रोशन,n,n-----n--a,,,,/ə.ˈbʱjut̪.kɹoː.ɕə.nə/,अभ्य्-उत्क्रोशन,0
207031,31466,अभ्युत्क्रोशनमन्त्र,n,n-----m--a,,,,/ə.ˈbʱjut̪.kɹoː.ɕə.nə.mən.t̪ɹə/,अभ्य्-उत्क्रोशन-मन्त्र,0
207032,,अभ्युत्क्रुश्,v,v----a--1- v----d--1-,,,,/ə.ˈbʱjut̪.kɹuɕ/,अभ्य्-उत्-क्रुश्,0
207033,31464,अभ्युत्क्रुष्ट,a,ap----a--a,,,,/ə.ˈbʱjut̪.ˈkɹuʂ.ʈə/,अभ्य्-उत्क्रुष्ट,0
207034,,अभ्युत्पत्,v,v----a--1- v----d--1-,,,,/ə.ˈbʱjut̪.pət̪/,अभ्य्-उत्-पत्,0
207035,31471,अभ्युत्पतन,n,n-----n--a,,,,/ə.ˈbʱjut̪.pə.t̪ə.nə/,अभ्य्-उत्पतन,0
210052,6503,अजन,n,n-----m--a,,,,/ə.d͡ʑə.nə/,अ-जन॔,0
207036,,अभ्युत्सद्,v,v----a--1- v----a--6-,,,,/ə.ˈbʱjut̪.səd̪/,अभ्य्-उत्-सद्,0
207037,,अभ्युत्सह्,v,v----a--4-,,,,/ə.ˈbʱjut̪.səɦ/,अभ्य्-उत्-सह्,0
207038,,अभ्युत्सर्ज्,v,v----a--1-,,,,/ə.ˈbʱjut̪.səɹd͡ʑ/,अभ्य्-उत्-सर्ज्,0
207039,,अभ्युत्सिच्,v,v----a--6- v----d--6-,,,,/ə.ˈbʱjut̪.sit͡ɕ/,अभ्य्-उत्-सिच्,0
207040,159343,अभ्युत्स्मि,v,v----d--1-,,,,/ə.ˈbʱjut̪s.mi/,अभ्य्-उत्-स्मि,0
207041,,अभ्युत्साह,n,n-----m--a,,,,/ə.ˈbʱjut̪.sɑː.ɦə/,अभ्य्-उत्साह,0
207042,,अभ्युत्सृज्,v,v----a--6- v----d--6-,,,,/ə.ˈbʱjut̪.sɹ̩d͡ʑ/,अभ्य्-उत्-सृज्,0
207043,31470,अभ्युत्थेय,a,ap----a--a,,,,/ə.ˈbʱjut̪.t̪ʰeː.jə/,अभ्य्-उत्थेय,0
207044,,अभ्युत्थित,a,ap----a--a,,,,/ə.ˈbʱjut̪.t̪ʰi.t̪ə/,अभ्य्-उत्थित,0
207045,,अभ्युत्थिति,n,n-----f--i,,,,/ə.ˈbʱjut̪.t̪ʰi.t̪i/,अभ्य्-उत्थिति,0
207046,,अभ्युत्था,v,v----a--1- v----d--1-,,,,/ə.ˈbʱjut̪.t̪ʰɑː/,अभ्य्-उत्-था,0
207047,31467,अभ्युत्थान,n,n-----n--a,,,,/ə.ˈbʱjut̪.t̪ʰɑː.nə/,अभ्य्-उत्थान,0
207048,31468,अभ्युत्थायिन्,a,ap----a--n,,,,/ə.ˈbʱjut̪.t̪ʰɑː.jin/,अभ्य्-उत्थायिन्,0
207049,,अभ्युत्तॄ,v,v----a--1- v----d--1- v----a--5- v----a--3- v----a--6- v----d--6-,,,,/ə.ˈbʱjut̪.t̪ɹ̩ː/,अभ्य्-उत्-तॄ,0
207050,,अभ्युष्,v,v----a--1- v----a--9-,,,,/ə.bʱjuʂ/,अभ्य्-उष्,0
207051,31512,अभ्युष,n,n-----m--a,,,,/ə.bʱju.ʂə/,अभ्य्-उष,0
207052,31522,अभ्युषित,a,ap----a--a,,,,/ə.bʱju.ʂi.t̪ə/,अभ्य्-उषित,0
207053,31517,अभ्युष्य,a,ap----a--a,,,,/ə.ˈbʱjuʂ.jə/,अभ्युष्य,0
207054,31515,अभ्युषीय,a,ap----a--a,,,,/ə.bʱju.ʂiː.jə/,अभ्युषीय,0
207055,31521,अभ्युष्टमिश्र,a,ap----a--a,,,,/əbʱjuʂʈəmiɕɹə/,अभ्य्-उष्ट-मिश्र॔,0
207056,,अभ्याभू,v,v----a--1- v----d--1-,,,,/ə.bʱjɑː.bʱuː/,अभ्य्-आ-भू,0
207057,,अभ्याचक्ष्,v,v----d--2- v----a--2-,,,,/ə.bʱjɑː.t͡ɕəkʂ/,अभ्य्-आ-चक्ष्,0
207058,159297,अभ्याचर्,v,v----d--1- v----a--1-,,,,/ə.bʱjɑː.t͡ɕəɹ/,अभ्य्-आ-चर्,0
207059,,अभ्याचरे,r,rp--------,,,,/ə.bʱjɑː.t͡ɕə.ɹeː/,अभ्य्-आचरे,0
207060,31413,अभ्याचार,n,n-----m--a,,,,/ə.bʱjɑː.t͡ɕɑː.ɹə/,अभ्य्-आचार॔,0
207061,,अभ्याचारे,r,rp--------,,,,/ə.bʱjɑː.t͡ɕɑː.ɹeː/,अभ्य्-आचारे॔,0
207062,,अभ्याधा,v,v----a--3- v----d--3- v----a--1- v----d--1- v----a--2- v----d--4- v----a--4-,,,,/ə.bʱjɑː.d̪ʰɑː/,अभ्य्-आ-धा,0
207063,31423,अभ्याधान,n,n-----n--a,,,,/ə.bʱjɑː.d̪ʰɑː.nə/,अभ्य्-आधा॔न,0
207064,,अभ्यादिश्,v,v----a--3- v----a--6-,,,,/ə.bʱjɑː.d̪iɕ/,अभ्य्-आ-दिश्,0
207065,,अभ्याद्रु,v,v----a--1- v----d--1-,,,,/ə.bʱjɑːd̪.ɹu/,अभ्य्-आ-द्रु,0
207066,,अभ्यादा,v,v----a--4-,,,,/ə.bʱjɑː.d̪ɑː/,अभ्य्-आ-दा,0
207067,31421,अभ्यादान,n,n-----n--a,,,,/ə.bʱjɑː.d̪ɑː.nə/,अभ्य्-आदान,0
207068,31422,अभ्यादाव्य,n,n-----m--a,,,,/ə.bʱjɑː.d̪ɑːʋ.jə/,अभ्य्-आ-दाव्य॔,0
207069,,अभ्यागम्,v,v----a--1- v----a--2- v----a--3- v----d--1-,,,,/ə.bʱjɑː.gəm/,अभ्य्-आ-गम्,0
207070,31406,अभ्यागम,n,n-----m--a,,,,/ə.bʱjɑː.gə.mə/,अभ्य्-आगम,0
207071,31407,अभ्यागमन,a,ap----a--a,,,,/ə.bʱjɑː.gə.mə.nə/,अभ्य्-आ-गमन,0
207072,,अभ्यागत,a,ap----a--a,,,,/ə.bʱjɑː.gə.t̪ə/,अभ्य्-आगत,0
207074,31405,अभ्यागत,n,n-----m--a,,,,/ə.bʱjɑː.gə.t̪ə/,अभ्य्-आगत,0
207075,31410,अभ्याघात,n,n-----m--a,,,,/ə.bʱjɑː.gʰɑː.t̪ə/,अभ्य्-आघात,0
207076,31411,अभ्याघातिन्,a,ap----a--n,,,,/ə.bʱjɑː.gʰɑː.t̪in/,अभ्य्-आघातिन्,0
207077,31412,अभ्याघात्य,a,ap----a--a,,,,/ə.bʱjɑː.gʰɑːt̪.jə/,अभ्य्-आघात्य,0
207078,,अभ्यागा,v,v----a--3- v----d--3- v----a--2- v----d--2-,,,,/ə.bʱjɑː.gɑː/,अभ्य्-आ-गा,0
207079,,अभ्यागामिन्,a,ap----a--n,,,,/ə.bʱjɑː.gɑː.min/,अभ्य्-आगामिन्,0
207080,31408,अभ्यागारम्,r,rp--------,,,,/ə.bʱjɑː.gɑː.ɹəm/,अभ्य्-आ-गारम्,0
207081,,अभ्यागारे,r,rp--------,,,,/ə.bʱjɑː.gɑː.ɹeː/,अभ्य्-आगारे,0
207082,31409,अभ्यागारिक,a,ap----a--a,,,,/ə.bʱjɑː.gɑː.ɹi.kə/,अभ्य्-आगारिक,0
207083,,अभ्याहन्,v,v----a--2- v----d--2- v----a--1-,,,,/ə.bʱjɑː.ɦən/,अभ्य्-आ-हन्,0
207084,31452,अभ्याहनन,n,n-----n--a,,,,/ə.bʱjɑː.ɦə.nə.nə/,अभ्य्-आहनन,0
207085,,अभ्याहत,a,ap----a--a,,,,/ə.bʱjɑː.ɦə.t̪ə/,अभ्य्-आहत,0
207086,31424,अभ्याहित,a,ap----a--a,,,,/ə.bʱjɑː.ɦi.t̪ə/,अभ्य्-आ॔हित,0
207087,31425,अभ्याहितपशु,n,n-----m--u,,,,/ə.bʱjɑː.ɦi.t̪ə.pə.ɕu/,अभ्य्-आ॔हित-पशु,0
207088,,अभ्याहिताग्नि,a,ap----a--i,,,,/ə.bʱjɑː.ɦi.t̪ɑːg.ni/,अभ्य्-आहिताग्नि,0
207089,,अभ्याह्वे,v,v----a--1- v----d--1-,,,,/ə.bʱjɑːɦ.ʋeː/,अभ्य्-आ-ह्वे,0
207090,31453,अभ्याहार,n,n-----m--a,,,,/ə.bʱjɑː.ɦɑː.ɹə/,अभ्य्-आहा॔र,0
207091,,अभ्याहृ,v,v----d--9-,,,,/ə.bʱjɑː.ɦɹ̩/,अभ्य्-आ-हृ,0
207092,,अभ्याज्,v,v----d----,,,,/ə.bʱjɑːd͡ʑ/,अभ्य्-आज्,0
207093,31414,अभ्याज्ञाय,n,n-----m--a,,,,/ə.bʱjɑːd͡ʑ.ɲɑː.jə/,अभ्य्-आ-ज्ञाय॔,0
207094,31398,अभ्याकर्ष,n,n-----m--a,,,,/ə.bʱjɑː.ˈkəɹ.ʂə/,अभ्य्-आकर्ष,0
207095,,अभ्याख्या,v,v----a--2- v----d--2-,,,,/ə.bʱjɑːkʰ.jɑː/,अभ्य्-आ-ख्या,0
207096,31403,अभ्याख्यान,n,n-----n--a,,,,/ə.bʱjɑːkʰ.jɑː.nə/,अभ्य्-आख्यान,0
207097,31402,अभ्याख्यात,a,ap----a--a,,,,/ə.bʱjɑːkʰ.jɑː.t̪ə/,अभ्य्-आख्यात,0
207098,,अभ्याक्रुश्,v,v----a--1- v----d--1-,,,,/ə.bʱjɑːk.ɹuɕ/,अभ्य्-आ-क्रुश्,0
207099,31401,अभ्याक्रामम्,r,rp--------,,,,/ə.bʱjɑːk.ɹɑː.məm/,अभ्य्-आ-क्रा॔मम्,0
207100,31400,अभ्याकारम्,r,rp--------,,,,/ə.bʱjɑː.kɑː.ɹəm/,अभ्य्-आ-कारम्,0
207101,31400,अभ्याकारम्,r,rp--------,,,,/ə.bʱjɑː.kɑː.ɹəm/,अभ्य्-आकारम्,0
207102,31399,अभ्याकाङ्क्षित,n,n-----n--a,,,,/ə.bʱjɑː.kɑːŋk.ʂi.t̪ə/,अभ्य्-आकाङ्क्षित,0
207103,31433,अभ्यामर्द,n,n-----m--a,,,,/ə.bʱjɑː.ˈməɹ.d̪ə/,अभ्य्-आमर्द,0
207104,,अभ्याम्नाय,n,n-----m--a,,,,/ə.bʱjɑːm.nɑː.jə/,अभ्य्-आम्नाय,0
207105,31426,अभ्यानन,a,ap----a--a,,,,/ə.bʱjɑː.nə.nə/,अभ्य्-आनन,0
207106,,अभ्यानन्द्य,r,rp--------,,,,/ə.bʱjɑː.nən.d̪jə/,अभ्या-नन्द्य,0
207107,31332,अभ्यान्त,a,ap----a--a,,,,/ə.bʱjɑːn.t̪ə/,अभ्य्-आन्त,0
207108,,अभ्यानी,v,v----a--0-,,,,/ə.bʱjɑː.niː/,अभ्य्-आ-नी,0
207109,159307,अभ्यानृत्,v,v----a--4-,,,,/ə.bʱjɑː.nɹ̩t̪/,अभ्य्-आ-नृत्,0
207110,,अभ्याप्,v,v----a----,,,,/ə.bʱjɑːp/,अभ्य्-आप्,0
207111,159310,अभ्यापद्,v,v----d--4-,,,,/ə.bʱjɑː.pəd̪/,अभ्य्-आ-पद्,0
207112,,अभ्यापत्,v,v----a--1- v----d--1-,,,,/ə.bʱjɑː.pət̪/,अभ्य्-आ-पत्,0
207113,31430,अभ्याप्ति,n,n-----f--i,,,,/ə.bʱjɑːp.t̪i/,अभ्य्-आप्ति,0
207114,31432,अभ्यापादम्,r,rp--------,,,,/ə.bʱjɑː.pɑː.d̪əm/,अभ्य्-आ-पादम्,0
207115,31431,अभ्यापात,n,n-----m--a,,,,/ə.bʱjɑː.pɑː.t̪ə/,अभ्य्-आपात,0
207116,159315,अभ्यारभ्,v,v----d--1-,,,,/ə.bʱjɑː.ɹəbʱ/,अभ्य्-आ-रभ्,0
207117,31436,अभ्यारम्,r,rp--------,,,,/ə.bʱjɑː.ɹəm/,अभ्य्-आ॔रम्,0
207118,31435,अभ्यारम्भ,n,n-----m--a,,,,/ə.bʱjɑː.ɹəm.bʱə/,अभ्य्-आरम्भ॔,0
207119,31438,अभ्यारोह,n,n-----m--a,,,,/ə.bʱjɑː.ɹoː.ɦə/,अभ्य्-आरोह॔,0
207120,31439,अभ्यारोहणीय,n,n-----m--a,,,,/ə.bʱjɑː.ɹoː.ɦə.ɳiː.jə/,अभ्य्-आरोहणीय,0
207121,31440,अभ्यारोहुक,a,ap----a--a,,,,/ə.bʱjɑː.ɹoː.ɦu.kə/,अभ्य्-आरो॔हुक,0
207122,159316,अभ्यारुह्,v,v----a--1-,,,,/ə.bʱjɑː.ɹuɦ/,अभ्य्-आ-रुह्,0
207123,,अभ्यारूढ,a,ap----a--a,,,,/ə.bʱjɑː.ɹuː.ɖʰə/,अभ्य्-आ॔रूढ,0
207124,31385,अभ्यास,n,n-----m--a,,,,/ə.bʱjɑː.sə/,अभ्य्-आस,0
207126,,अभ्यासद्,v,v----a--1- v----a--6-,,,,/ə.bʱjɑː.səd̪/,अभ्य्-आ-सद्,0
207127,31446,अभ्यासक्त,a,ap----a--a,,,,/ə.bʱjɑː.ˈsək.t̪ə/,अभ्य्-आ-सक्त,0
207128,31387,अभ्यासनिमित्त,n,n-----n--a,,,,/ə.bʱjɑː.sə.ni.ˈmit̪.t̪ə/,अभ्य्-आस-निमित्त,0
207129,31388,अभ्यासपरिवर्तिन्,a,ap----a--n,,,,/ə.bʱjɑː.sə.pə.ɹi.ˈʋəɹ.t̪in/,अभ्य्-आस-परिवर्तिन्,0
207130,31386,अभ्यासता,n,n-----f--ā,,,,/ə.bʱjɑː.sə.t̪ɑː/,अभ्य्-आस-ता,0
207131,,अभ्यासवत्,n,n-----m--c,,,,/ə.bʱjɑː.sə.ʋət̪/,अभ्य्-आस-वत्,0
207132,31391,अभ्यासव्यवाय,n,n-----m--a,,,,/ə.bʱjɑː.ˈsəʋ.jə.ʋɑː.jə/,अभ्य्-आस-व्यवाय,0
207133,,अभ्यासयोग,n,n-----m--a,,,,/ə.bʱjɑː.sə.joː.gə/,अभ्य्-आस-योग,0
207134,31448,अभ्यासङ्ग्य,n,n-----m--a,,,,/ə.bʱjɑː.səŋ.gjə/,अभ्य्-आसङ्ग्य,0
207135,31447,अभ्यासङ्ग्य,a,ap----a--a,,,,/ə.bʱjɑː.səŋ.gjə/,अभ्य्-आसङ्ग्य,0
207136,,अभ्यासिच्,v,v----a--6- v----d--6-,,,,/ə.bʱjɑː.sit͡ɕ/,अभ्य्-आ-सिच्,0
207137,31393,अभ्यासिन्,a,ap----a--n,,,,/ə.bʱjɑː.sin/,अभ्यासिन्,0
207138,31449,अभ्यासादन,n,n-----n--a,,,,/ə.bʱjɑː.sɑː.d̪ə.nə/,अभ्य्-आसादन,0
207139,,अभ्यासादयितव्य,a,ap----a--a,,,,/ə.bʱjɑː.sɑː.d̪ə.ji.ˈt̪əʋ.jə/,अभ्य्-आसादयितव्य,0
207140,31392,अभ्यासाकूपार,n,n-----n--a,,,,/ə.bʱjɑː.sɑː.kuː.pɑː.ɹə/,अभ्यासाकूपार,0
207141,,अभ्यासारिणी,n,n-----f--ī,,,,/ə.bʱjɑː.sɑː.ɹi.ɳiː/,अभ्य्-आसारिणी,0
207142,,अभ्यातन्,v,v----a--8- v----d--8-,,,,/ə.bʱjɑː.t̪ən/,अभ्य्-आ-तन्,0
207143,,अभ्यातप्,v,v----d--1- v----a--4- v----d--4- v----a--4-,,,,/ə.bʱjɑː.t̪əp/,अभ्य्-आ-तप्,0
207144,31417,अभ्यात्मम्,r,rp--------,,,,/ə.bʱjɑːt̪.məm/,अभ्य्-आत्म॔म्,0
207145,31418,अभ्यात्मतरम्,r,rp--------,,,,/ə.bʱjɑːt̪.mə.t̪ə.ɹəm/,अभ्यात्म-तरम्,0
207146,31419,अभ्यात्माग्र,a,ap----a--a,,,,/ə.bʱjɑːt̪.mɑːg.ɹə/,अभ्यात्माग्र,0
207147,31420,अभ्यात्त,a,ap----a--a,,,,/ə.bʱjɑːt̪.t̪ə/,अभ्य्-आ-त्त,0
