id,offset,pos,language,gloss,semfield
104624,00215695,n,10,ritual hand movement in Hindu religious dancing,
104625,00215794,n,10,"the act of inclining; bending forward: ""an inclination of his head indicated his agreement""",
104626,00216009,n,10,the act of turning inside out,
104627,00216116,n,10,turning upside down,
104628,00216220,n,10,an abrupt spasmodic movement,
104629,00216316,n,10,"a short abrupt inclination (as of the head); ""he gave me a short bob of acknowledgement""",
104630,00216454,n,10,the act of nodding the head,
104631,00216542,n,10,an inclination of the top half of the body forward and downward,
104632,00216657,n,10,"a rhythmic thrusting movement of the legs as in swimming or calisthenics: ""the kick must be synchronized with the arm movements""",
104633,00216864,n,10,supporting yourself on your knees,
104634,00216960,n,10,"abrupt up-and-down motion (as caused by a ship or other conveyance); ""the pitching and tossing was quite exciting""",
104635,00217163,n,10,"the act of opening something: ""the ray of light revealed his cautious opening of the door""",
104636,00217325,n,10,changing an arrangement,
104637,00217444,n,10,the act of rearranging things to give a misleading impression,
104638,00217569,n,10,a rearrangement in a different order,
104639,00217734,n,10,act of changing the lineal order of objects in a group,
104640,00217846,n,10,act of reversing the order or place of,
104641,00217955,n,10,"going by something that is moving in order to get in front of it: ""she drove but well but her reckless passing of every car on the road frightened me""",1946
104642,00218172,n,10,the act of mixing cards haphazardly,2637
104643,00218335,n,10,"shuffling (cards) again; ""the gambler demanded a reshuffle""",2637
104644,00218464,n,10,shuffling by splitting the pack and interweaving the two halves at their corners,2637
104645,00218597,n,10,a series of small (usually idle) twists or turns,
104646,00218699,n,10,the act of prostrating yourself,
104647,00218788,n,10,the act of physically reaching or thrusting out,
104648,00218926,n,10,alternating back-and-forth movement,
104649,00219021,n,10,the act of assuming or maintaining a reclining position,
104650,00219132,n,10,the act of bending backward,
104651,00219234,n,10,"the act of rotating as if on an axis: ""the rotation of the top kept time with the music""",
104652,00219521,n,10,flying downward in a helical path with a large radius,
104653,00219627,n,10,"the act of rotating rapidly: ""he gave the crank a spin""; ""it broke off after much twisting""",
104654,00219840,n,10,a rapid spin of the body (especially on the toes as in ballet),
104655,00219958,n,10,rotating a log rapidly in the water (as a competitive sport),
104656,00220085,n,10,the act of closing something,
104657,00220196,n,10,"the act of assuming or maintaining a seated position: ""he read the mystery at one sitting""",
104658,00220340,n,10,"the act of assuming a certain position (as for a photograph or portrait); ""he wanted his portrait painted but couldn't spare time for the sitting""",
104659,00220549,n,10,the act of assuming or maintaining a squatting position,
104660,00220668,n,10,"a movement in an arc: ""a sweep of his arm""",
104661,00220762,n,10,"turning or twisting around (in place); ""with a quick twist of his head he surveyed the room""",
104662,00220931,n,10,"the act of winding or twisting: ""he put the key in the old clock and gave it a good wind""",
104663,00221089,n,10,the act of turning or winding or folding around a central axis,
104664,00221212,n,10,turning an oar parallel to the water between pulls,2648
104665,00221348,n,10,the act of rotating in a circle or spiral,
104666,00221455,n,10,rotation of the hands and forearms so that the palms face downward,
104667,00221595,n,10,rotation of the hands and forearms so that the palms face upward,
104668,00221734,n,10,the act of vibrating,
104669,00221849,n,10,"a movement like that of an ocean wave: ""a wave of settlers""; ""troops advancing in waves""",
104670,00221988,n,10,the act of changing the direction in which something is oriented,
104671,00222172,n,10,"turning away or in the opposite direction: ""he made an abrupt turn away from her""",
104672,00222304,n,10,turning in the opposite direction,1946
104673,00222475,n,10,"act of pivoting 180 degrees, especially in a military formation",1946
104674,00222608,n,10,complete reversal of direction of travel,1946
104675,00222701,n,10,the act of causing something to move up and down (or back and forth) with quick movements,
104676,00222862,n,10,a slight irregular shaking motion,
104677,00222957,n,10,agitating a liquid with a stirring implement,
104678,00223056,n,10,causing to move repeatedly from side to side,
104679,00223167,n,10,"the act of moving something by repeated tugs or pushes: ""vigorous worrying finally loosened the saw""",
104680,00223322,n,10,pitching dangerously to one side,
104681,00223428,n,10,walking with a rolling gait,
104682,00223506,n,10,"the act of upsetting something: ""he was badly bruised by the upset of his sled at a high speed""",
104683,00223675,n,10,the act of moving back and forth,
104684,00223779,n,10,an involuntary vibration (as if from illness or fear),
104685,00223895,n,10,"the act of reaching out: ""the outreach toward truth of the human spirit""",
104686,00224022,n,10,the act of assuming or maintaining an erect upright position,
104687,00224137,n,10,the act of sitting or standing astride,
104688,00224275,n,10,a single complete movement,
104689,00224408,n,10,the act of wiggling,
104690,00224499,n,10,a change in the direction that you are moving,
104691,00224643,n,10,"the act of changing or reversing the direction of the course: ""he took a turn to the right""",1946
104692,00224903,n,10,"a turning aside (of your course or attention or concern): ""a diversion from the main highway""; ""a digression into irrelevant details""; ""a deflection from his goal""",1946
104693,00225190,n,10,any diversion intended to distract attention from the main issue,1946
104694,00225312,n,10,"a turn to the right: ""take a right at the corner""",
104695,00225413,n,10,"a turn to the left: ""take a left at the corner""",1946
104696,00225511,n,10,(nautical) the act of changing tack,1942
104697,00225607,n,10,the act of changing the amount or size of something,
104698,00225760,n,10,the act of decreasing or reducing something,
104699,00226363,n,10,"the act of reducing the amount or number: ""the mayor proposed extensive cuts in the city budget""",1753
104700,00226599,n,10,the act of reducing the budget,1753
104701,00226686,n,10,a act of reducing a salary,1753
104702,00226766,n,10,the act of cutting costs,1753
104703,00226849,n,10,cutting the price of merchandise to one lower than the usual or advertised price,1753
104704,00227001,n,10,the act of reducing spending,1753
104705,00227088,n,10,"the action of lessening in severity or intensity: ""the object being control or moderation of economic depressions""",
104706,00227277,n,10,the act of causing to become less,
104707,00227383,n,10,"the act of gradually lowering the size or amount: ""the doctor prescribed the tapering of the dose""",
104708,00227536,n,10,a reduction in quantity or rate,
104709,00227639,n,10,the act of reducing service,
104710,00227728,n,10,the reduction of something value,1753
104711,00227818,n,10,the act of reducing the vitality of something,
104712,00227941,n,10,to act in such a way as to cause an offense to seem less serious,
104713,00228089,n,10,the relaxation or relief of muscle spasms,
104714,00228188,n,10,"the act of reducing something unpleasant as pain: ""he asked the nurse for relief from the constant pain""",
104715,00228440,n,10,a reduction in intensity (of a crisis or a war),
104716,00228547,n,10,the easing of tensions or strained relations (especially between nations),
104717,00228674,n,10,easing the severity of a pain or a disease without removing the cause,
104718,00228800,n,10,the act of making less strict,
104719,00228920,n,10,the act of minimizing something,
104720,00229061,n,10,the act of decreasing something markedly,1753
104721,00229211,n,10,the act of consuming something,
104722,00229342,n,10,the amount of fuel used up (as in a nuclear reactor),
104723,00229447,n,10,the act of exhausting something entirely,
104724,00229544,n,10,applying pressure,
104725,00229705,n,10,"the act of squeezing: ""he gave her cheek a playful squeeze""",
104726,00229872,n,10,a squeeze with the fingers,
104727,00229958,n,10,relieving pressure,
104728,00230070,n,10,the act of increasing the density of something,
104729,00230206,n,10,the act of thickening,
104730,00230299,n,10,the act of crushing,
104731,00230410,n,10,the act of grinding,
104732,00230520,n,10,squeezing out by applying pressure,
104733,00230622,n,10,"act of decreasing in length: ""the dress needs shortening""",
104734,00230790,n,10,shortening something by omitting parts of it,
104735,00230893,n,10,"the act of shortening something by cutting off the ends: ""the barber gave him a good cut""",
104736,00231128,n,10,the act of severing,
104737,00231214,n,10,the act of clipping or snipping,
104738,00231314,n,10,the act of cutting the hair,
104739,00231395,n,10,cutting down to the desired size or shape,
104740,00231527,n,10,the act of trimming a plant,
104741,00231608,n,10,removing by cutting off or clipping,
104742,00231716,n,10,act of shearing sheep,
104743,00231797,n,10,the act of becoming less,
104744,00231895,n,10,act of making on a greatly reduced scale,
104745,00232015,n,10,"the act of subtracting (removing a part from the whole); ""he complained about the subtraction of money from their paychecks""",
104746,00232245,n,10,the act of deducting (taxes) from an employee's salary,
104747,00232357,n,10,"the act of abating: ""laws enforcing noise abatement""",
104748,00232465,n,10,the act of rubbing together; wearing something down by friction,
104749,00232584,n,10,the act of letting the air out of something,
104750,00232701,n,10,the act of reducing the selling price of merchandise,1753
104751,00232838,n,10,reducing prices back to some earlier level,1753
104752,00232935,n,10,the act of reducing the strength of something,
104753,00233090,n,10,causing to become limp or drooping,
104754,00233185,n,10,weakening (reducing the concentration) by the addition of water or a thinner,
104755,00233363,n,10,"the act of diluting something: ""the cutting of whiskey with water""; ""the thinning of paint with turpentine""",
104756,00233535,n,10,"the act of increasing something: ""he gave me an increase in salary""",
104757,00233991,n,10,"the act of adding one thing to another: ""the addition of flowers created a pleasing effect""; ""the addition of a leap day every four years""",
104816,00242904,n,10,the act of detonating an explosion,
104758,00234220,n,10,"increase in price or value: ""the news caused a general advance on the stock market""",1753
104759,00234364,n,10,"an increase in price or value over time: ""an appreciation of 30% in the value of real estate""",1768
104760,00234534,n,10,"a decrease in price or value over time: ""depreciation of the dollar against the yen""",1768
104761,00234695,n,10,"a sudden or abrupt strong increase: ""stimulated a surge of speculation""; ""an upsurge of emotion""; ""an upsurge in violent crime""",
104762,00234884,n,10,the addition of a fluoride to the water supply (to prevent dental decay),
104763,00235032,n,10,the act of augmenting,
104764,00235112,n,10,(electricity) the act of increasing voltage or power or current,2107
104765,00235235,n,10,the act of increasing in size or volume or quantity or scope,
104766,00235473,n,10,"the act of expanding an aperture: ""the dilation of the pupil of the eye""",
104767,00235631,n,10,dilation of blood vessels (especially the arteries),
104768,00235741,n,10,the act of expanding by pressure from within,
104769,00235855,n,10,act of expanding by lengthening or widening,
104770,00235973,n,10,"an increase to counteract a perceived discrepancy: ""higher wages caused an escalation of prices"" or ""there was a gradual escalation of hostilities""",
104771,00236177,n,10,the act of maximizing something,
104772,00236300,n,10,a act of filling something with air,
104773,00236409,n,10,the act of expanding something in apparent size,
104774,00236516,n,10,"the act of making something more noticeable than usual: ""the dance involved a deliberate exaggeration of his awkwardness""",
104775,00236696,n,10,"act of expanding in scope; making more widely available: ""extension of the program to all in need""",
104776,00236886,n,10,act of extending over a wider scope or expanse of space or time,
104777,00237068,n,10,the act of dispersing something,
104778,00237202,n,10,the dispersion of fungicides or insecticides or fertilizer on growing crops (often from a low-flying aircraft),
104779,00237382,n,10,the act of scattering,
104780,00237481,n,10,an abnormal and usually permanent contraction of a muscle,2234
104781,00237596,n,10,act of stretching or straightening out a flexed limb,2234
104782,00237740,n,10,greater than normal extension,
104783,00237830,n,10,(physiology) a shortening or tensing of a part or organ (especially of a muscle or muscle fiber),2234
104784,00238038,n,10,a rhythmic tightening in labor of the upper uterine musculature that contracts the size of the uterus and pushes the fetus toward the birth canal,"2233,2234"
104785,00238268,n,10,"extension to or beyond the ordinary limit: ""running at full stretch""; ""by no stretch of the imagination""; ""beyond any stretch of his understanding""",
104786,00238469,n,10,adding information or detail,
104787,00238624,n,10,"addition of extra material or illustration or clarifying detail: ""a few remarks added in amplification and defense""; ""an elaboration of the idea followed""",
104788,00238852,n,10,the act of adding notes,
104789,00238945,n,10,the act of supplementing,
104790,00239058,n,10,the act of accumulating,1753
104791,00239181,n,10,the act of building up an accumulation,
104792,00239291,n,10,the act of depositing,
104793,00239397,n,10,depositing in a warehouse,2872
104794,00239542,n,10,"accumulating and storing a reserve supply: ""the stockpiling of war materials""",2872
104795,00239677,n,10,the act of including,
104796,00239807,n,10,including by incorporation,
104797,00239911,n,10,incorporation by annexation,
104798,00240011,n,10,the act of comprising something,
104799,00240115,n,10,the act of containing something,
104800,00240204,n,10,the act of increasing the wealth or prestige or power or scope of something,
104801,00240387,n,10,an act undertaken to increase your own power and influence or to draw attention to your own importance,
104802,00240588,n,10,the act of increasing the strength of something,
104803,00240731,n,10,action that makes something more intense,
104804,00240869,n,10,"action that makes a problem or a disease (or its symptoms) worse; ""the aggravation of her condition resulted from lack of care""",
104805,00241069,n,10,strengthening the concentration (as of a solute in a mixture) by removing extraneous material,
104806,00241258,n,10,the concentration of a colloidal solution whose colloid will not pass through a semipermeable membrane; solution is placed in a bag of the membrane and the solvent is evaporated off,
104807,00241499,n,10,the act of bringing into focus,
104808,00241632,n,10,focusing again,
104809,00241703,n,10,the act of changing the unity or wholeness of something,
104810,00242022,n,10,"the act of breaking something: ""the breakage was unavoidable""",1787
104811,00242229,n,10,the act of making a sudden noisy break,
104812,00242321,n,10,the act of breaking something into small pieces,
104813,00242436,n,10,the act of cracking something,
104814,00242539,n,10,the act of chipping something,
104815,00242644,n,10,"the act of exploding or bursting something: ""the explosion of the firecrackers awoke the children""; ""the burst of an atom bomb creates enormous radiation aloft""",
104817,00243013,n,10,the act of exploding a percussion cap,
104818,00243107,n,10,"the act of exploding with noise and violence: ""his fulminations frightened the horses""",
104819,00243251,n,10,"the act of burning something: ""the burning of leaves was prohibited by a town ordinance""",
104820,00243460,n,10,"malicious burning to destroy property: ""the British term for arson is fire-raising""",
104821,00243625,n,10,the act of starting a fire,
104822,00243737,n,10,the act of burning something completely; reducing it to ashes,
104823,00243875,n,10,the incineration of a dead body,
104824,00243962,n,10,the act of combining things,
104825,00244199,n,10,the act of attaching something,
104826,00244304,n,10,the act of grafting something onto something else,
104827,00244416,n,10,"the act of mixing: ""paste made by a mixture of flour and water""",
104828,00244573,n,10,the act of fusing (or melting) together,1787
104829,00244665,n,10,the act of blending components together thoroughly,
104830,00244814,n,10,a flowing together (as of rivers),
104831,00244924,n,10,the act of homogenizing,
104832,00245025,n,10,"the act of combining one thing at intervals among other things: ""the interspersion of illustrations in the text""",
104833,00245212,n,10,"making or becoming a single unit: ""the union of opposing factions""; ""he looked forward to the unification of his family for the holidays""",
104834,00245479,n,10,the union of diverse things into one body or form or group,
104835,00245609,n,10,the act of coming together again,
104836,00245729,n,10,"having the function of uniting a group of similar things: ""the Democratic Party is an umbrella for many liberal groups""; ""under the umbrella of capitalism""",
104837,00245939,n,10,an annual school or university reunion for graduates,
104838,00246048,n,10,"becoming open or being made open: ""the opening of his arms was the sign I was waiting for""",
104839,00246210,n,10,the act of dividing or disconnecting,
104840,00246501,n,10,"an act of delaying or interrupting the continuity: ""it was presented without commercial breaks""",
104841,00246736,n,10,a forcible tearing or separation of one body part from another,
104842,00246853,n,10,the act of removing from association,
104843,00246948,n,10,formal withdrawal or separation from an alliance or federation,1718
104844,00247097,n,10,"the act of breaking away or withdrawing from: ""there was a breakaway by the discontented members""; ""a breaking away from family and neighborhood""",1718
104845,00247314,n,10,the termination or destruction of union,
104846,00247408,n,10,the act of breaking a connection,
104847,00247514,n,10,the act or process of dividing or splitting,
104848,00247828,n,10,dividing into two equal parts,
104849,00247913,n,10,dividing into four equal parts,
104850,00248000,n,10,"division of a group into opposing factions: ""another schism like that and they will wind up in bankruptcy""",
104851,00248167,n,10,"the act of cutting something into parts: ""his cuts were skillful""; ""his cutting of the cake made a terrible mess""",
104852,00248412,n,10,cutting so as to separate into pieces,
104853,00248506,n,10,the act of dividing by cutting or splitting,
104854,00248604,n,10,the act of cutting into slices,
104855,00248688,n,10,"the act of penetrating or opening open with a sharp edge: ""his cut in the lining revealed the hidden jewels""",
104856,00248910,n,10,a small cut,
104857,00248988,n,10,a strong sweeping cut made with a sharp instrument,
104858,00249108,n,10,separating something into fine particles,
104859,00249236,n,10,the act of branching out or dividing into branches,
104860,00249446,n,10,splitting into two branches,
104861,00249531,n,10,splitting into three branches,
104862,00249619,n,10,branching at a wide angle,
104863,00249703,n,10,act or process of forming fibrils,
104864,00249795,n,10,the act of dividing into two sharply different categories,
104865,00249932,n,10,the act of dividing into quanta or expressing in terms of quantum theory,
104866,00250078,n,10,separation into portions,
104867,00250162,n,10,the use of certain marks to clarify meaning of written material by grouping words grammatically into sentences and clauses and phrases,1969
104868,00250391,n,10,connecting syllables and words by hyphens,1969
104869,00250509,n,10,forming or dividing words into syllables,
104870,00250627,n,10,division of a word especially at the end of a line on a page,1969
104871,00250780,n,10,the act of releasing from an attachment or connection,
104872,00250906,n,10,"the act of tearing: ""he took the manuscript in both hands and gave it a mighty tear""",
104873,00251077,n,10,the act of lacerating,
104874,00251155,n,10,"the act of rending or ripping or splitting something: ""he gave the envelope a vigorous rip""",
104875,00251311,n,10,"the act of removing: ""he had surgery for the removal of a malignancy""",
104876,00251679,n,10,"act of getting or draining something such as electricity or a liquid from a source: ""the drawing of water from the well""",
104877,00251903,n,10,drawing off water from its main channel as for irrigation,
104878,00252017,n,10,drawing of fluid or inflammation away from a diseased part of the body,
104879,00252144,n,10,the act of extracting something,
104880,00252246,n,10,"the separation of grain or seeds from the husks and straw: ""they used to do the threshing by hand but now there are machines to do it""",
104881,00252436,n,10,surgical removal of a body part or tissue,2232
104882,00253111,n,10,forced removal from a position of advantage,
104883,00253227,n,10,the act of removing or getting rid of something,
104884,00253361,n,10,the act of removing an unknown mathematical quantity by combining equations,
104885,00253494,n,10,the act of cutting something off,
104886,00253615,n,10,surgical removal of the foreskin of males,2232
104887,00253715,n,10,the act of removing the contents of something,
104888,00253857,n,10,emptying accomplished by draining,
104889,00253953,n,10,the act of taking out money or other capital,1753
104890,00254090,n,10,the withdrawal of money from your account at a bank,1766
104891,00254221,n,10,the concerted action of depositors who try to withdraw their money from a bank because the think it will fail,1766
104892,00254385,n,10,the withdrawal of capital from a country or corporation,1753
104893,00254500,n,10,the act of deleting something written or printed,
104894,00254657,n,10,the deletion of all passages considered to be indecent,
104895,00254803,n,10,deleting parts of publications or correspondence or theatrical performances,
104896,00254947,n,10,deletion by an act of expunging or erasing,
104897,00255068,n,10,separation by the creation of a boundary that divides or keeps apart,
104898,00255302,n,10,the division or partitioning of a cavity into parts by a septum,
104899,00255421,n,10,"the act of transforming: ""a photograph is a translation of a scene onto a two-dimensional surface""",
104900,00255684,n,10,"complete change in character or condition: ""the permutations...taking place in the physical world""-Henry Miller",
104901,00255854,n,10,"the act of transforming: ""it would require a drastic revision of his opinion""",
104902,00256035,n,10,the act of transforming so as to exalt or glorify,
104903,00256146,n,10,"changing into a different form or appearance especially a fantastic or grotesque one: ""transmogrification into a porcupine""",
104904,00256334,n,10,the act of changing from one use or function or purpose to another,
104905,00256511,n,10,the conversion of bare or cultivated land into forest (originally for the purpose of hunting),
104906,00256664,n,10,the restoration (replanting) of a forest that had been reduced by fire or cutting,
104907,00256824,n,10,the restoration of someone to a useful place in society,
104908,00256994,n,10,providing penal custody or probation or parole for convicted offenders,1802
104909,00257138,n,10,providing help for disabled persons; the removal or reduction of disabilities,
104910,00257337,n,10,providing training in a specific trade with the aim of gaining employment,
104911,00257482,n,10,"the act of restoring someone to a previous position: ""we insisted on the reinstatement of the colonel""",
104912,00257644,n,10,the act of restoring to a more youthful condition,
104913,00257770,n,10,act of refreshing or renewing strength or liveliness,
104914,00257880,n,10,a complete change of physical form or substance especially as by magic or witchcraft,
104915,00258024,n,10,"a striking change in appearance or character or circumstances: ""the metamorphosis of the old house into something new and exciting""",
104916,00258215,n,10,a act of filling something,
104917,00258331,n,10,the act of saturating something,2872
104918,00258419,n,10,the act of making something harder (firmer or tighter or more compact),
104919,00258563,n,10,hardening something by heat treatment,
104920,00258668,n,10,the act of damaging something or someone,
104921,00258856,n,10,damage that results in a reduction of strength or quality,
104922,00258970,n,10,damaging the appearance or surface of something,
104923,00259090,n,10,the act of inflicting a wound,
104924,00259182,n,10,damage inflicted by burning,
104925,00259278,n,10,the act of burning with steam or hot water,
104926,00259372,n,10,"the act of changing something to bring it up to date (usually by adding something); ""criminal records need regular updating""",
104927,00259551,n,10,an act that changes the shape of something,
104928,00259853,n,10,"the act of twisting or deforming the shape of something (e.g., oneself)",
104929,00259995,n,10,the act of making angulate (having corners),
104930,00260095,n,10,the act of bending something,
104931,00260261,n,10,the act of bending low with the limbs close to the body,
104932,00260369,n,10,the act of lengthening something,
104933,00260458,n,10,the act of bending yourself up together,
104934,00260549,n,10,the act of enfolding something,
104935,00260648,n,10,the folding in of an outer layer so as to form a pocket in the surface,
104936,00260807,n,10,"the act of folding: ""he gave the napkins a double fold""",
104937,00260941,n,10,folding in parallel folds,
104939,00261111,n,10,the act of projecting out from something,
104940,00261237,n,10,the act of making something wider,
104941,00261356,n,10,the act of making something narrower,
104942,00261466,n,10,"any specific activity or pursuit: ""they avoided all recreational activity""",
104943,00262819,n,10,"domestic activities or life: ""making a hobby of domesticity""",
104944,00262937,n,10,"a planned activity involving many people performing various actions: ""the biggest police operation in French history""; ""running a restaurant is quite an operation""; ""consolidate the companies various operations""",
104945,00263204,n,10,"a customary way of operation or behavior: ""it is their practice to give annual raises""; ""they changed their dietary pattern""",
104946,00263789,n,10,"translating an idea into action: ""a hard theory to put into practice""; ""they put their plans into practice""",
104947,00263951,n,10,use of biological principles in explaining human especially social behavior,2158
104948,00264082,n,10,"the practice of cooperating: ""economic cooperation""; ""they agreed on a policy of cooperation""",
104949,00264233,n,10,the practice (usually by a labor union) of requiring an employer to hire more workers than are required,1787
104950,00264397,n,10,the practice of scrupulous adherence to prescribed or external forms,
104951,00264521,n,10,the practice of keeping one jump ahead of a friend or competitor,
104952,00264645,n,10,the practice of investing things with symbolic meaning,
104953,00264755,n,10,practices typical of contemporary life or thought,
104954,00264860,n,10,the practice of eating the flesh of your own kind,
104955,00264967,n,10,the practice of advancing your career at the expense of your personal integrity,
104956,00265102,n,10,accepted practice,
104957,00265306,n,10,a custom that is peculiar to the US or its citizens,
104958,00265415,n,10,a custom that is peculiar to England or its citizens,
104959,00265536,n,10,a custom or usage that has acquired the force of law,
104960,00265645,n,10,a custom among some peoples whereby the husband of a pregnant wife is put to bed at the time of bearing the child,
104961,00265812,n,10,a custom that is peculiar to Germany or its citizens,
104962,00265920,n,10,"a pattern of behavior acquired through frequent repetition: ""she had a habit twirling the ends of her hair""; ""long use had hardened him to it""",
104963,00266181,n,10,stereotyped behavior,
104964,00266254,n,10,habitual mode of behavior,
104965,00266352,n,10,"the usual activities in your day: ""the doctor made his rounds""",
104966,00266480,n,10,characteristic or habitual practice,
104967,00266587,n,10,the practice of slaveholding,
104968,00266669,n,10,the practice of making a debtor work for his creditor until the debt is discharged,
104969,00266805,n,10,"a course of conduct: ""the path of virtue""; ""we went our separate ways""; ""our paths in life led us apart""; ""genius usually follows a revolutionary path""",
104970,00267117,n,10,a way of life given to easy indulgence of the appetites,"1502,1675"
104971,00267230,n,10,a life of ease and pleasure,2875
104972,00267317,n,10,"the way of proper and honest behavior: ""he taught his children to keep strictly to the straight and narrow""",1502
104973,00267490,n,10,a vain and frivolous way of life especially in large cities (after a fair held in the town of Vanity in Pilgrim's Progress),2875
104974,00267671,n,10,a course leading to warfare or battle,1781
104975,00267762,n,10,"the easiest way: ""In marrying him she simply took the path of least resistance""",
104976,00267939,n,10,law based on customary behavior,1802
104977,00268030,n,10,the practice of punishing people by hanging without due process of law,1802
104978,00268156,n,10,the act of clasping another person in the arms (as in greeting or affection),
104979,00268334,n,10,a close and affectionate (and often prolonged) embrace,
104980,00268460,n,10,a tight embrace,
104981,00268534,n,10,"the practice of treating (someone or something) badly; ""he should be punished for his mistreatment of his mother""",
104982,00268796,n,10,cruel or inhumane treatment,
104983,00268990,n,10,the physical or emotional or sexual mistreatment of children,
104984,00269108,n,10,failure of caretakers to provide adequate emotional and physical care for a child,
104985,00269249,n,10,the act of persecuting (especially on the basis of race or religion),
104986,00269429,n,10,the act of piercing with a sharpened stake as a form of punishment or torture,
104987,00269563,n,10,the act of subjugating by cruelty,
104988,00269667,n,10,organized persecution of an ethnic group (especially Jews),
104989,00269778,n,10,the act of torturing someone,
104990,00269890,n,10,the infliction of extremely painful punishment or suffering,
104991,00270022,n,10,a cruel act; a deliberate infliction of pain and suffering,
104992,00270190,n,10,a act of atrocious cruelty,1675
104993,00270320,n,10,a brutal barbarous savage act,1675
104994,00270440,n,10,a wantonly cruel act,1675
104995,00270514,n,10,tormenting by continued persistent attacks and criticism,
104996,00270731,n,10,harassment especially of a tethered animal,
104997,00270827,n,10,the act of harassing someone,
104999,00271094,n,10,actions that cause great irritation (or even anger),
105000,00271222,n,10,unwelcome sexual behavior by a supervisor toward an employee,1703
105001,00271346,n,10,the act of teasing; provoking someone with persistent annoyances,
105002,00271472,n,10,searching out and harassing dissenters,
105003,00271585,n,10,unscrupulously accusing people of disloyalty (as by saying they were Communists),
105004,00271723,n,10,lack of care and attention,
105005,00271815,n,10,an act that exploits or victimizes someone,
105006,00271974,n,10,exploitation by a stronger country of weaker one; the use of the weaker country's resources to strengthen and enrich the stronger country,"1753,2768"
105007,00272187,n,10,control by a powerful country of its former colonies (or other less developed countries) by economic pressures,"1753,2768"
105008,00272358,n,10,an activity that diverts or amuses or stimulates,2600
105009,00272781,n,10,"play by children that is guided more by imagination than by fixed rules: ""Freud believed in the utility of play to a small child""",2633
105010,00273030,n,10,"play in which children take the roles of father or mother or children and pretend to interact like adults: ""the children were playing house""",2633
105011,00273222,n,10,"children take the roles of doctor or patient or nurse and pretend they are at the doctor's office; ""the children explored each other's bodies by playing the game of doctor""",2633
105012,00273447,n,10,play in which children take the roles of firemen and pretend to put out a fire,2633
105013,00273579,n,10,"a subject or pursuit that occupies one's time and thoughts (usually pleasantly): ""sailing is her favorite pastime""; ""his main pastime is gambling""; ""he counts reading among his interests""; ""they criticized the boy for his limited interests""",2600
105014,00273902,n,10,an auxiliary activity,2600
105015,00274048,n,10,"an inclination to retreat from unpleasant realities through diversion or fantasy: ""he escaped into romantic novels""; ""his alcohol problem was a form of escapism""",2600
105016,00274273,n,10,"an activity that you like or at which you are superior: ""chemistry is not my cup of tea""; ""his bag now is learning to play golf""; ""marriage was scarcely his dish""",
105017,00274505,n,10,an active diversion requiring physical exertion and competition,2638
105018,00274956,n,10,the occupation of athletes who compete for pay,2638
105019,00275180,n,10,a sport that necessarily involves body contact between opposing players,2638
105020,00275347,n,10,a sport that is played outdoors,2638
105021,00275488,n,10,a sport that involves exercises intended to display strength and balance and agility,2638
105022,00275647,n,10,the gymnastic moves of an acrobat,2638
105023,00275767,n,10,an acrobatic feat in which the trunk is bent backward from a standing position until the hands touch the floor,2638
105024,00275932,n,10,a feat in which an acrobat arches the back from a prone position and bends the knees until the toes touch the head,2638
105025,00276104,n,10,backbends combined with handstands,2638
105026,00276193,n,10,acrobatic revolutions with the body turned sideways and the arms and legs outstretched like the spokes of a wheel,2638
105027,00276362,n,10,the act of supporting yourself by your hands alone in an upside down position,2638
105028,00276514,n,10,raising the feet backward with the hands on the ground; a first movement in doing a handstand,"2242,2638"
105029,00276680,n,10,an acrobatic feat in which a person goes from a standing position to a handstand and back again,2638
105030,00276832,n,10,an acrobatic feat in which a person balances on the head (usually with the help of the hands),2638
105031,00276981,n,10,an acrobatic feat of rolling or turning end over end,2638
105032,00277104,n,10,extending the legs at right angles to the trunks (one in front and the other in back),2638
105033,00277241,n,10,a stunt performed by an acrobat,2638
105034,00277532,n,10,"an increase in the number of outstanding shares of a corporation without changing the shareholders"" equity; ""they announced a two-for-one split of the common stock""",1769
105035,00277773,n,10,"a decrease in the number of outstanding shares of a corporation without changing the shareholders"" equity",1769
105036,00277973,n,10,an acrobatic feat in which the feet roll over the head (either forward or backward) and return,2638
105037,00278165,n,10,a backward somersault,2638
105038,00278242,n,10,participating in athletic sports performed on a running track or on the field associated with it,2638
105039,00278455,n,10,the act of participating in an athletic competition involving running on a track,2638
105040,00278616,n,10,the act of participating in an athletic competition in which you must jump,2638
105041,00278798,n,10,the act of participating in an athletic contest in which you try to jump as far as possible with a running jump from a fixed mark,2638
105042,00279015,n,10,the act of participating in an athletic contest in which you try to jump as high as possible over a (horizontal) high bar,2638
105043,00279192,n,10,a sport in which participants must travel on skis,2646
105044,00279349,n,10,the sport of skiing across the countryside (rather than downhill),2646
105045,00279481,n,10,the act of performing a jump of skis from a high ramp overhanging a snow covered slope,2646
105046,00279625,n,10,a turn made in skiing,
105047,00279702,n,10,a turn made in skiing,
105048,00279779,n,10,sports that involve bodies of water,2638
105049,00279937,n,10,the act of swimming,2649
105050,00280090,n,10,"the act of swimming: ""the Englishman said he had a good bathe""",2649
105051,00280204,n,10,immersing the body in water or sunshine,2600
105052,00280333,n,10,bathing in the sea or ocean,2600
105053,00280418,n,10,immersing the body in sunlight,2600
