7,अयुताध्यापक,n,n-----m--a,,,,/ə.ju.t̪ɑːd̪ʰ.jɑː.pə.kə/,अयुताध्यापक,0
226762,,बहुप्रकार,a,ap----a--a,,,,/bə.ˈɦup.ɹə.kɑː.ɹə/,बहु॔-प्रकार,0
226763,,बहुप्रकारम्,r,rp--------,,,,/bə.ˈɦup.ɹə.kɑː.ɹəm/,बहु॔-प्रकारम्,0
226764,147176,बहुप्रकृति,a,ap----a--i,,,,/bə.ˈɦup.ɹə.kɹ̩.t̪i/,बहु॔-प्रकृति,0
226765,,बहुप्रलापिन्,a,ap----a--n,,,,/bə.ˈɦup.ɹə.lɑː.pin/,बहु॔-प्रलापिन्,0
226766,,बहुप्रलापिता,n,n-----f--ā,,,,/bə.ˈɦup.ɹə.lɑː.pi.t̪ɑː/,बहु॔-प्रलापि-ता,0
226767,,बहुप्रपञ्च,a,ap----a--a,,,,/bə.ˈɦup.ɹə.pəɲ.t͡ɕə/,बहु॔-प्रपञ्च,0
226768,,बहुप्रसू,n,n-----f--ū,,,,/bə.ˈɦup.ɹə.suː/,बहु॔-प्रसू,0
226769,,बहुप्रतिग्राह्य,a,ap----a--a,,,,/bə.ˈɦup.ɹə.ˈt̪ig.ɹɑːɦ.jə/,बहु-प्रतिग्राह्य,0
226770,,बहुप्रतिज्ञ,a,ap----a--a,,,,/bə.ˈɦup.ɹə.ˈt̪id͡ʑ.ɲə/,बहु॔-प्रतिज्ञ,0
226771,,बहुप्रत्यर्थिक,a,ap----a--a,,,,/bə.ˈɦup.ˈɹət̪.ˈjəɹ.t̪ʰi.kə/,बहु॔-प्रत्यर्थिक,0
226772,,बहुप्रत्यवाय,a,ap----a--a,,,,/bə.ˈɦup.ˈɹət̪.jə.ʋɑː.jə/,बहु॔-प्रत्यवाय,0
226773,,बहुप्रवाह,a,ap----a--a,,,,/bə.ˈɦup.ɹə.ʋɑː.ɦə/,बहु॔-प्रवाह,0
226774,,बहुप्रेयसी,a,ap----a--ī,,,,/bə.ˈɦup.ɹeː.jə.siː/,बहु॔-प्रेयसी,0
226775,,बहुप्रिय,a,ap----a--a,,,,/bə.ˈɦup.ɹi.jə/,बहु॔-प्रिय॔,0
226776,,बहुप्राश्निक,a,ap----a--a,,,,/bəɦupɹɑːɕnikə/,बहु॔-प्राश्निक,0
226777,,बहुपुत्र,a,ap----a--a,,ap----f--ā=>ा,,/bə.ɦu.ˈput̪.ɹə/,बहु॔-पुत्र,0
226778,147684,बहुपुत्र,n,n-----m--a,,,,/bə.ɦu.ˈput̪.ɹə/,बहु॔-पुत्र,0
226780,,बहुपुत्रत्व,n,n-----n--a,,,,/bə.ɦu.ˈput̪.ˈɹət̪.ʋə/,बहु॔-पुत्र-त्व,0
226781,,बहुपुत्रता,n,n-----f--ā,,,,/bə.ɦu.ˈput̪.ɹə.t̪ɑː/,बहु॔-पुत्र-ता,0
226782,147174,बहुपुत्रिका,n,n-----f--ā,,,,/bə.ɦu.ˈput̪.ɹi.kɑː/,बहु॔-पुत्रिका,0
226785,147685,बहुपुत्री,n,n-----f--ī,,,,/bə.ɦu.ˈput̪.ɹiː/,बहु॔-पुत्री,0
226786,,बहुपुष्प,a,ap----a--a,,ap----f--ī=>ी ap----f--ā=>िका,,/bə.ɦu.ˈpuʂ.pə/,बहु॔-पुष्प,0
226787,,बहुपुष्पफलोपेत,a,ap----a--a,,,,/bə.ɦu.ˈpuʂ.pə.pʰə.loː.peː.t̪ə/,बहु॔-पुष्प-फलोपेत,0
226788,,बहुपुष्पप्रबालवत्,a,ap----a--c,,,,/bə.ɦu.ˈpuʂ.ˈpəp.ɹə.bɑː.lə.ʋət̪/,बहु॔-पुष्प-प्रबाल-वत्,0
226789,,बहुपुष्ट,a,ap----a--a,,,,/bə.ɦu.ˈpuʂ.ʈə/,बहु॔-पुष्ट॔,0
226790,147680,बहुपाद,n,n-----m--a,,,,/bə.ɦu.pɑː.d̪ə/,बहु॔-पाद,0
226791,,बहुपाद,a,ap----a--a,,ap----f--ā=>ा,,/bə.ɦu.pɑː.d̪ə/,बहु॔-पाद,0
226792,,बहुपाक्य,a,ap----a--a,,,,/bə.ɦu.pɑːk.jə/,बहु॔-पाक्य,0
226793,147682,बहुपाय्य,n,n-----n--a,,,,/bə.ɦu.pɑːj.jə/,बहु॔-पा॔य्य,0
226794,,बहुपाय्य,a,ap----a--a,,,,/bə.ɦu.pɑːj.jə/,बहु॔-पा॔य्य,0
226795,147405,बहुरद,n,n-----m--a,,,,/bə.ɦu.ɹə.d̪ə/,बहुरद,0
226796,,बहुरै,a,ap----a--i,,,,/bə.ɦu.ɹɑːi/,बहु॔-रै,0
226797,,बहुरजस्,a,ap----a-sa,,,,/bə.ɦu.ɹə.d͡ʑəs/,बहु॔-रजस्,0
226798,,बहुरमध्य,a,ap----a--a,,,,/bə.ɦu.ɹə.ˈməd̪ʰ.jə/,बहुर-मध्य,0
226799,,बहुरम्य,a,ap----a--a,,,,/bə.ɦu.ɹəm.jə/,बहु॔-रम्य,0
226800,147225,बहुरन्ध्रिका,n,n-----f--ā,,,,/bə.ɦu.ɹən.d̪ʰɹi.kɑː/,बहु॔-रन्ध्रिका,0
226801,,बहुरस,a,ap----a--a,,,,/bə.ɦu.ɹə.sə/,बहु॔-रस॔,0
226802,206043,बहुरसा,n,n-----f--ā,,,,/bə.ɦu.ɹə.sɑː/,बहु॔-रसा,0
226803,147224,बहुरथ,n,n-----m--a,,,,/bə.ɦu.ɹə.t̪ʰə/,बहु॔-रथ,0
226804,,बहुरत्न,a,ap----a--a,,ap----f--ā=>ा,,/bə.ɦu.ˈɹət̪.nə/,बहु॔-रत्न,0
226806,147231,बहुरेख,n,n-----m--a,,,,/bə.ɦu.ɹeː.kʰə/,बहु॔-रेख,0
226856,147780,बहुसु,n,n-----m--u,,,,/bə.ɦu.su/,बहु॔-सु,0
226807,147232,बहुरेतस्,n,n-----m-sa,,,,/bə.ɦu.ɹeː.t̪əs/,बहु॔-रेतस्,0
226808,,बहुरिपु,a,ap----a--u,,,,/bə.ɦu.ɹi.pu/,बहु॔-रिपु,0
226809,147234,बहुरोमन्,n,n-----m--n,,,,/bə.ɦu.ɹoːmən/,बहु॔-रोमन्,0
226810,147230,बहुरुहा,n,n-----f--ā,,,,/bə.ɦu.ɹu.ɦɑː/,बहु॔-रुहा,0
226811,,बहुराजन्,a,ap----a--n,,,,/bə.ɦu.ɹɑː.d͡ʑən/,बहु॔-राजन्,0
226812,,बहुराजा,n,n-----f--ā,,,,/bə.ɦu.ɹɑː.d͡ʑɑː/,बहु॔-राजा,0
226813,,बहुरायस्पोष,a,ap----a--a,,ap----f--ā=>ा,,/bə.ɦu.ɹɑː.ˈjəs.poː.ʂə/,बहु॔-रायस्पोष॔,0
226814,147733,बहुराशि,n,n-----m--i,,,,/bə.ɦu.ɹɑː.ɕi/,बहु॔-राशि,0
226815,,बहुराशि,a,ap----a--i,,,,/bə.ɦu.ɹɑː.ɕi/,बहु॔-राशि,0
226817,147735,बहुरूप,n,n-----m--a,,,,/bə.ɦu.ɹuː.pə/,बहु॔-रूप॔,0
226823,147737,बहुरूप,n,n-----n--a,,,,/bə.ɦu.ɹuː.pə/,बहु॔-रूप॔,0
226824,147734,बहुरूप,a,ap----a--a,,ap----f--ā=>ा,,/bə.ɦu.ɹuː.pə/,बहु॔-रूप॔,0
226829,,बहुरूपगर्भस्तोत्र,n,n-----n--a,,,,/bə.ɦu.ɹuː.pə.ˈgəɹ.ˈbʱəs.t̪oːt̪.ɹə/,बहु॔-रूप॔-गर्भ-स्तोत्र,0
226830,147738,बहुरूपक,n,n-----m--a,,,,/bə.ɦu.ɹuː.pə.kə/,बहु॔-रूपक,0
226831,,बहुरूपक,a,ap----a--a,,ap----f--ā=>िका,,/bə.ɦu.ɹuː.pə.kə/,बहु॔-रूपक,0
226832,,बहुरूपकल्प,n,n-----m--a,,,,/bə.ɦu.ɹuː.pə.ˈkəl.pə/,बहु॔-रूप॔-कल्प,0
226833,,बहुरूपकशोभित,a,ap----a--a,,,,/bə.ɦu.ɹuː.pə.kə.ɕoː.bʱi.t̪ə/,बहु॔-रूपक-शोभित,0
226834,,बहुरूपिन्,a,ap----a--n,,,,/bə.ɦu.ɹuː.pin/,बहु॔-रूपिन्,0
226835,147736,बहुरूपा,n,n-----f--ā,,,,/bə.ɦu.ɹuː.pɑː/,बहु॔-रूपा॔,0
226836,,बहुरूपाष्टकतन्त्र,n,n-----n--a,,,,/bə.ɦu.ɹuː.pɑːʂ.ʈə.kə.t̪ən.t̪ɹə/,बहु॔-रूपाष्टक-तन्त्र,0
226837,,बहुसदाचार,a,ap----a--a,,,,/bə.ɦu.sə.d̪ɑː.t͡ɕɑː.ɹə/,बहु॔-सदाचार,0
226838,147267,बहुसदृश,a,ap----a--a,,,,/bə.ɦu.sə.d̪ɹ̩.ɕə/,बहु॔-सदृश,0
226839,147269,बहुसम्पुट,n,n-----m--a,,,,/bə.ɦu.səm.pu.ʈə/,बहु॔-सम्पुट,0
226840,,बहुसमुदाचार,a,ap----a--a,,,,/bə.ɦu.sə.mu.d̪ɑː.t͡ɕɑː.ɹə/,बहु॔-समुदाचार,0
226841,,बहुसर्पिष्क,a,ap----a--a,,,,/bə.ɦu.ˈsəɹ.ˈpiʂ.kə/,बहु॔-सर्पिष्क,0
226842,147773,बहुसस्य,n,n-----m--a,,,,/bə.ɦu.ˈsəs.jə/,बहु॔-सस्य,0
226843,,बहुसस्य,a,ap----a--a,,,,/bə.ɦu.ˈsəs.jə/,बहु॔-सस्य,0
226844,,बहुसत्त्व,a,ap----a--a,,,,/bə.ɦu.ˈsət̪.t̪ʋə/,बहु॔-सत्त्व,0
226845,147265,बहुसत्य,n,n-----m--a,,,,/bə.ɦu.ˈsət̪.jə/,बहु॔-सत्य,0
226846,,बहुसव,a,ap----a--a,,,,/bə.ɦu.sə.ʋə/,बहु॔-सव,0
226847,,बहुसंख्याक,a,ap----a--a,,,,/bə.ɦu.səŋ.kʰjɑː.kə/,बहु॔-संख्याक,0
226848,,बहुसंस्थित,a,ap----a--a,,,,/bə.ɦu.ˈsə̃s.t̪ʰi.t̪ə/,बहु-संस्थित,0
226849,,बहुसंतति,a,ap----a--i,,,,/bə.ɦu.sən.t̪ə.t̪i/,बहु॔-संतति,0
226850,147771,बहुसंतति,n,n-----m--i,,,,/bə.ɦu.sən.t̪ə.t̪i/,बहु॔-संतति,0
226851,147262,बहुसंवत्सर,n,n-----n--a,,,,/bə.ɦu.ˈsə̃.ˈʋət̪.sə.ɹə/,बहु॔-संवत्सर,0
226852,,बहुस्पृश्,a,ap----a--c,,,,/bə.ˈɦus.pɹ̩ɕ/,बहु॔-स्पृश्,0
226853,147275,बहुस्तवावलि,n,n-----f--i,,,,/bə.ˈɦus.t̪ə.ʋɑː.ʋə.li/,बहु॔-स्तवावलि,0
226857,,बहुसुत,a,ap----a--a,,,,/bə.ɦu.su.t̪ə/,बहु॔-सुत,0
226858,147783,बहुसुता,n,n-----f--ā,,,,/bə.ɦu.su.t̪ɑː/,बहु॔-सुता,0
226859,,बहुसुवर्ण,a,ap----a--a,,,,/bə.ɦu.su.ˈʋəɹ.ɳə/,बहु॔-सुवर्ण,0
226860,,बहुसुवर्णक,a,ap----a--a,,,,/bə.ɦu.su.ˈʋəɹ.ɳə.kə/,बहु॔-सुवर्णक,0
226862,147786,बहुसुवर्णक,n,n-----m--a,,,,/bə.ɦu.su.ˈʋəɹ.ɳə.kə/,बहु॔-सुवर्णक,0
226863,,बहुसुवर्णता,n,n-----f--ā,,,,/bə.ɦu.su.ˈʋəɹ.ɳə.t̪ɑː/,बहु॔-सुवर्ण-ता,0
226864,,बहुस्वन,a,ap----a--a,,,,/bə.ˈɦus.ʋə.nə/,बहु॔-स्वन,0
226865,147789,बहुस्वन,n,n-----m--a,,,,/bə.ˈɦus.ʋə.nə/,बहु॔-स्वन,0
226866,,बहुस्वर,a,ap----a--a,,,,/bə.ˈɦus.ʋə.ɹə/,बहु॔-स्वर,0
226867,,बहुस्वरत्व,n,n-----n--a,,,,/bə.ˈɦus.ʋə.ˈɹət̪.ʋə/,बहु॔-स्वर-त्व,0
226868,,बहुस्वर्णलक्षमूल्य,a,ap----a--a,,,,/bə.ˈɦus.ˈʋəɹ.ɳə.ˈlək.ʂə.muːl.jə/,बहु॔-स्वर्ण-लक्ष-मूल्य,0
226869,,बहुस्वामिक,a,ap----a--a,,,,/bə.ˈɦus.ʋɑː.mi.kə/,बहु॔-स्वामिक,0
226870,,बहुसाधन,a,ap----a--a,,,,/bə.ɦu.sɑː.d̪ʰə.nə/,बहु॔-साधन,0
226871,,बहुसाधनता,n,n-----f--ā,,,,/bə.ɦu.sɑː.d̪ʰə.nə.t̪ɑː/,बहु॔-साधन-ता,0
226872,,बहुसाधार,a,ap----a--a,,,,/bə.ɦu.sɑː.d̪ʰɑː.ɹə/,बहु॔-साधार,0
226873,,बहुसाधारण,a,ap----a--a,,,,/bə.ɦu.sɑː.d̪ʰɑː.ɹə.ɳə/,बहु॔-साधारण,0
226874,,बहुसाहस्र,n,n-----n--a,,,n-----f--ā=बहुसाहस्रआ n-----f--ī=बहुसाहस्रई,/bə.ɦu.sɑː.ˈɦəs.ɹə/,बहु॔-साहस्र,0
226875,,बहुसाहस्री,n,n-----f--ī,,,,/bə.ɦu.sɑː.ˈɦəs.ɹiː/,बहु॔-साहस्री,0
226876,,बहुसार,a,ap----a--a,,,,/bə.ɦu.sɑː.ɹə/,बहु॔-सार॔,0
226877,170390,बहुसार,n,n-----m--a,,,,/bə.ɦu.sɑː.ɹə/,बहु॔-सार॔,0
226878,,बहुसूक्त,a,ap----a--a,,,,/bə.ɦu.suːk.t̪ə/,बहु॔-सूक्त,0
226879,,बहुसूति,n,n-----f--i,,,,/bə.ɦu.suː.t̪i/,बहु॔-सूति,0
226880,,बहुसूतिगो,n,n-----f--c,,,,/bə.ɦu.suː.t̪i.goː/,बहु॔-सूति-गो,0
226881,147274,बहुसूवरी,n,n-----f--ī,,,,/bə.ɦu.suː.ʋə.ɹiː/,बहु-सू॔वरी,0
226882,147404,बहुतलवशा,n,n-----f--ā,,,,/bə.ɦu.t̪ə.lə.ʋə.ɕɑː/,बहुतलवशा,0
226883,143219,बहुतम,a,ap----a--a,,,,/bə.ɦu.t̪ə.mə/,बहु॔-तम,0
226884,,बहुतनय,a,ap----a--a,,,,/bə.ɦu.t̪ə.nə.jə/,बहु॔-तनय,0
226885,,बहुतन्त्री,a,ap----a--ī,,,,/bə.ɦu.t̪ən.t̪ɹiː/,बहु॔-तन्त्री,0
226886,143218,बहुतन्त्रीक,a,ap----a--a,,ap----f--ā=>ा,,/bə.ɦu.t̪ən.t̪ɹiː.kə/,बहु॔-तन्त्रीक,0
226887,,बहुतर,n,n-----n--a,,,n-----f--ā=बहुतरआ n-----f--ī=बहुतरई,/bə.ɦu.t̪ə.ɹə/,बहु॔-तर,0
226888,,बहुतरक,a,ap----a--a,,,,/bə.ɦu.t̪ə.ɹə.kə/,बहु॔-तर-क,0
226889,,बहुतरकणिश,n,n-----m--a,,,,/bə.ɦu.t̪ə.ɹə.kə.ɳi.ɕə/,बहु॔-तर-कणिश,0
226890,,बहुतरम्,r,rp--------,,,,/bə.ɦu.t̪ə.ɹəm/,बहु॔-तरम्,0
226891,143220,बहुतराम्,r,rp--------,,,,/bə.ɦu.t̪ə.ɹɑːm/,बहु॔-तराम्,0
226892,143221,बहुतस्,r,rp--------,,,,/bə.ɦu.t̪əs/,बहु॔-तस्,0
226893,147282,बहुतय,a,ap----a--a,,,,/bə.ɦu.t̪ə.jə/,बहु॔तय,0
226894,143231,बहुथा,r,rp--------,,,,/bə.ɦu.t̪ʰɑː/,बहु॔-था,0
226895,143223,बहुतिक्ता,n,n-----f--ā,,,,/bə.ɦu.ˈt̪ik.t̪ɑː/,बहु॔-तिक्ता,0
226896,147798,बहुतिथ,a,ap----a--a,,,,/bə.ɦu.t̪i.t̪ʰə/,बहुतिथ,0
226897,,बहुतिथम्,r,rp--------,,,,/bə.ɦu.t̪i.t̪ʰəm/,बहुतिथम्,0
226898,143225,बहुत्र,r,rp--------,,,,/bə.ˈɦut̪.ɹə/,बहु॔-त्र,0
226899,143227,बहुत्रिवर्ष,a,ap----a--a,,,,/bə.ˈɦut̪.ɹi.ˈʋəɹ.ʂə/,बहु॔-त्रिवर्ष,0
226900,143226,बहुत्रा,r,rp--------,,,,/bə.ˈɦut̪.ɹɑː/,बहु॔-त्रा॔,0
226901,143228,बहुत्व,n,n-----n--a,,,,/bə.ˈɦut̪.ʋə/,बहु॔-त्व,0
226902,143230,बहुत्वच्,n,n-----m--c,,,,/bə.ˈɦut̪.ʋət͡ɕ/,बहु॔-त्वच्,0
226903,143229,बहुत्वक्क,n,n-----m--a,,,,/bə.ˈɦut̪.ˈʋək.kə/,बहु॔-त्वक्क,0
226904,143222,बहुता,n,n-----f--ā,,,,/bə.ɦu.t̪ɑː/,बहु॔-ता,0
226905,,बहुतृण,a,ap----a--a,,,,/bə.ɦu.t̪ɹ̩.ɳə/,बहु॔-तृण,0
226906,147655,बहुतृण,n,n-----m--a,,,,/bə.ɦu.t̪ɹ̩.ɳə/,बहु॔-तृण,0
226907,147654,बहुतृण,n,n-----n--a,,,,/bə.ɦu.t̪ɹ̩.ɳə/,बहु॔-तृण,0
226908,,बहुतृष्ण,a,ap----a--a,,,,/bə.ɦu.ˈt̪ɹ̩ʂ.ɳə/,बहु॔-तृष्ण,0
226909,147237,बहुवचन,n,n-----n--a,,,,/bə.ɦu.ʋə.t͡ɕə.nə/,बहु॔-वचन,0
226910,,बहुवैस्तिक,a,ap----a--a,,,,/bə.ɦu.ʋɑːis.t̪i.kə/,बहु-वैस्तिक,0
226911,,बहुवक्तव्य,a,ap----a--a,,,,/bə.ɦu.ˈʋək.ˈt̪əʋ.jə/,बहु॔-वक्तव्य,0
226912,147241,बहुवल्क,n,n-----m--a,,,,/bə.ɦu.ˈʋəl.kə/,बहु॔-वल्क,0
226913,,बहुवल्कल,n,n-----m--a,,,,/bə.ɦu.ˈʋəl.kə.lə/,बहु॔-वल्कल,0
226914,147243,बहुवल्ली,n,n-----f--ī,,,,/bə.ɦu.ˈʋəl.liː/,बहु॔-वल्ली,0
226915,,बहुवर्ण,a,ap----a--a,,,,/bə.ɦu.ˈʋəɹ.ɳə/,बहु॔-वर्ण,0
226916,,बहुवर्णता,n,n-----f--ā,,,,/bə.ɦu.ˈʋəɹ.ɳə.t̪ɑː/,बहु॔-वर्ण-ता,0
226917,,बहुवर्षसहस्रिक,a,ap----a--a,,,,/bə.ɦu.ˈʋəɹ.ʂə.sə.ˈɦəs.ɹi.kə/,बहु॔-वर्ष-सहस्रिक,0
226918,,बहुवर्षसहस्रिन्,a,ap----a--n,,,,/bə.ɦu.ˈʋəɹ.ʂə.sə.ˈɦəs.ɹin/,बहु॔-वर्ष-सहस्रिन्,0
226919,147238,बहुवत्,r,rp--------,,,,/bə.ɦu.ʋət̪/,बहु॔-वत्,0
226920,,बहुवेलम्,r,rp--------,,,,/bə.ɦu.ʋeː.ləm/,बहु-वेलम्,0
226921,,बहुवि,a,ap----a--i,,,,/bə.ɦu.ʋi/,बहु॔-वि,0
226922,,बहुविद्,a,ap----a--c,,,,/bə.ɦu.ʋid̪/,बहु॔-वि॔द्,0
226923,147747,बहुविध,n,n-----m--a,,,,/bə.ɦu.ʋi.d̪ʰə/,बहु॔-विध,0
226924,147746,बहुविध,a,ap----a--a,,ap----f--ā=>ा,,/bə.ɦu.ʋi.d̪ʰə/,बहु॔-विध,0
226925,,बहुविधम्,r,rp--------,,,,/bə.ɦu.ʋi.d̪ʰəm/,बहु॔-विधम्,0
226926,,बहुविधाकार,a,ap----a--a,,,,/bə.ɦu.ʋi.d̪ʰɑː.kɑː.ɹə/,बहु-विधाकार,0
226927,,बहुविद्य,a,ap----a--a,,,,/bə.ɦu.ˈʋid̪.jə/,बहु॔-वि॔द्य,0
226928,,बहुविद्यता,n,n-----f--ā,,,,/bə.ɦu.ˈʋid̪.jə.t̪ɑː/,बहु॔-वि॔द्य-ता,0
226929,,बहुविघ्न,a,ap----a--a,,,,/bə.ɦu.ˈʋigʰ.nə/,बहु॔-विघ्न,0
226930,,बहुविघ्नता,n,n-----f--ā,,,,/bə.ɦu.ˈʋigʰ.nə.t̪ɑː/,बहु॔-विघ्न-ता,0
226931,,बहुविक्रम,a,ap----a--a,,,,/bə.ɦu.ˈʋik.ɹə.mə/,बहु॔-विक्रम,0
226932,,बहुविस्त,a,ap----a--a,,,,/bə.ɦu.ˈʋis.t̪ə/,बहु-विस्त,0
226933,,बहुविस्तर,n,n-----m--a,,,,/bə.ɦu.ˈʋis.t̪ə.ɹə/,बहु॔-विस्तर,0
226935,,बहुविस्तर,a,ap----a--a,,ap----f--ā=>ा,,/bə.ɦu.ˈʋis.t̪ə.ɹə/,बहु॔-विस्तर,0
227094,148767,बैडाल,a,ap----a--a,,ap----f--ī=>ी,,/bɑːi.ɖɑː.lə/,बैडाल,0
226937,,बहुविस्तरम्,r,rp--------,,,,/bə.ɦu.ˈʋis.t̪ə.ɹəm/,बहु॔-विस्तरम्,0
226938,,बहुविस्तरयुक्तम्,r,rp--------,,,,/bə.ɦu.ˈʋis.t̪ə.ɹə.ˈjuk.t̪əm/,बहु॔-विस्तर-युक्तम्,0
226939,,बहुविस्तीर्ण,a,ap----a--a,,,,/bə.ɦu.ˈʋis.t̪iːɹ.ɳə/,बहु॔-विस्तीर्ण,0
226940,147751,बहुविस्तीर्णा,n,n-----f--ā,,,,/bə.ɦu.ˈʋis.t̪iːɹ.ɳɑː/,बहु॔-विस्तीर्णा,0
226941,147756,बहुव्रीहि,n,n-----m--i,,,,/bə.ˈɦuʋ.ɹiː.ɦi/,बहु॔-व्रीहि,0
226942,,बहुव्रीहि,a,ap----a--i,,,,/bə.ˈɦuʋ.ɹiː.ɦi/,बहु॔-व्रीहि,0
226943,,बहुव्रीहिवत्,r,rp--------,,,,/bə.ˈɦuʋ.ɹiː.ɦi.ʋət̪/,बहु॔-व्रीहि-वत्,0
226944,,बहुव्यय,a,ap----a--a,,,,/bə.ˈɦuʋ.jə.jə/,बहु॔-व्यय,0
226945,,बहुव्ययिन्,a,ap----a--n,,,,/bə.ˈɦuʋ.jə.jin/,बहु॔-व्ययिन्,0
226946,,बहुव्यालनिषेवित,a,ap----a--a,,,,/bə.ˈɦuʋ.jɑː.lə.ni.ʂeː.ʋi.t̪ə/,बहु॔-व्याल-निषेवित,0
226947,,बहुव्यापिन्,a,ap----a--n,,,,/bə.ˈɦuʋ.jɑː.pin/,बहु॔-व्यापिन्,0
226948,,बहुवादिन्,a,ap----a--n,,,,/bə.ɦu.ʋɑː.d̪in/,बहु॔-वादि॔न्,0
226949,147742,बहुवार,n,n-----m--a,,,,/bə.ɦu.ʋɑː.ɹə/,बहु॔-वार,0
226950,147743,बहुवारक,n,n-----m--a,,,,/bə.ɦu.ʋɑː.ɹə.kə/,बहु॔-वारक,0
226951,,बहुवारकफल,n,n-----n--a,,,,/bə.ɦu.ʋɑː.ɹə.kə.pʰə.lə/,बहु॔-वारक-फल,0
226952,147245,बहुवारम्,r,rp--------,,,,/bə.ɦu.ʋɑː.ɹəm/,बहु॔-वारम्,0
226953,,बहुवार्षिक,a,ap----a--a,,ap----f--ī=>ी,,/bə.ɦu.ʋɑːɹ.ʂi.kə/,बहु॔-वार्षिक,0
226954,147753,बहुवीर्य,n,n-----m--a,,,,/bə.ɦu.ʋiːɹ.jə/,बहु॔-वीर्य,0
226955,,बहुवीर्य,a,ap----a--a,,ap----f--ā=>ा,,/bə.ɦu.ʋiːɹ.jə/,बहु॔-वीर्य,0
226956,147754,बहुवीर्या,n,n-----f--ā,,,,/bə.ɦu.ʋiːɹ.jɑː/,बहु॔-वीर्या,0
226957,,बहुयज्वन्,a,ap----a--n,,,,/bə.ɦu.ˈjəd͡ʑ.ʋən/,बहु॔-यज्वन्,0
226958,,बहुयज्वा,n,n-----f--ā,,,,/bə.ɦu.ˈjəd͡ʑ.ʋɑː/,बहु॔-यज्वा,0
226959,147221,बहुयोजना,n,n-----f--ā,,,,/bə.ɦu.joː.d͡ʑə.nɑː/,बहु॔-योजना,0
226960,,बहुयाजिन्,a,ap----a--n,,,,/bə.ɦu.jɑː.d͡ʑin/,बहु॔-याजिन्,0
226961,,बहुयाज्य,a,ap----a--a,,,,/bə.ɦu.jɑːd͡ʑ.jə/,बहु॔-याज्य,0
226962,147254,बहुशब्द,n,n-----m--a,,,,/bə.ɦu.ˈɕəb.d̪ə/,बहु॔-शब्द,0
226963,147758,बहुशक्ति,n,n-----m--i,,,,/bə.ɦu.ˈɕək.t̪i/,बहु॔-शक्ति,0
226964,,बहुशक्ति,a,ap----a--i,,,,/bə.ɦu.ˈɕək.t̪i/,बहु॔-शक्ति,0
226965,147255,बहुशल्य,n,n-----m--a,,,,/bə.ɦu.ˈɕəl.jə/,बहु॔-शल्य,0
226966,147308,बहुशस्,r,rp--------,,,,/bə.ɦu.ɕəs/,बहुश॔स्,0
226967,,बहुशस्त,a,ap----a--a,,,,/bə.ɦu.ˈɕəs.t̪ə/,बहु॔-शस्त,0
226968,,बहुशत्रु,a,ap----a--u,,,,/bə.ɦu.ˈɕət̪.ɹu/,बहु॔-शत्रु,0
226969,147760,बहुशत्रु,n,n-----m--u,,,,/bə.ɦu.ˈɕət̪.ɹu/,बहु॔-शत्रु,0
226970,,बहुशिख,a,ap----a--a,,,,/bə.ɦu.ɕi.kʰə/,बहु॔-शिख,0
226971,147765,बहुशिखा,n,n-----f--ā,,,,/bə.ɦu.ɕi.kʰɑː/,बहु॔-शिखा,0
226972,,बहुश्रेयसी,a,ap----a--ī,,,,/bəɦuɕɹeːjəsiː/,बहु॔-श्रेयसी,0
226973,147768,बहुश्रुत,a,ap----a--a,,,,/bəɦuɕɹut̪ə/,बहु॔-श्रुत,0
226974,147769,बहुश्रुत,n,n-----m--a,,,,/bəɦuɕɹut̪ə/,बहु॔-श्रुत,0
226975,147259,बहुश्रुति,n,n-----f--i,,,,/bəɦuɕɹut̪i/,बहु॔-श्रुति,0
226976,147260,बहुश्रुतीय,n,n-----m--a,,,,/bəɦuɕɹut̪iːjə/,बहु॔-श्रुतीय,0
226978,170408,बहुशाख,n,n-----m--a,,,,/bə.ɦu.ɕɑː.kʰə/,बहु॔-शाख,0
226979,147761,बहुशाख,a,ap----a--a,,ap----f--ā=>ा,,/bə.ɦu.ɕɑː.kʰə/,बहु॔-शाख,0
226980,,बहुशाखत्व,n,n-----n--a,,,,/bə.ɦu.ɕɑː.ˈkʰət̪.ʋə/,बहु॔-शाख-त्व,0
226981,,बहुशाखिन्,a,ap----a--n,,,,/bə.ɦu.ɕɑː.kʰin/,बहु॔-शाखिन्,0
226982,,बहुशाल,n,n-----m--a,,,,/bə.ɦu.ɕɑː.lə/,बहु॔-शाल,0
226983,,बहुशास्त्रज्ञ,a,ap----a--a,,,,/bə.ɦu.ɕɑːs.ˈt̪ɹəd͡ʑ.ɲə/,बहु॔-शास्त्र-ज्ञ,0
226984,,बहुशून्य,a,ap----a--a,,,,/bə.ɦu.ɕuːn.jə/,बहु॔-शून्य,0
226985,147767,बहुशृङ्ग,n,n-----m--a,,,,/bə.ɦu.ɕɹ̩ŋ.gə/,बहु॔-शृङ्ग,0
226986,,बहुशृङ्ग,a,ap----a--a,,,,/bə.ɦu.ɕɹ̩ŋ.gə/,बहु॔-शृङ्ग,0
226987,,बह्वबद्धप्रलापिन्,a,ap----a--n,,,,/ˈbəɦ.ʋə.ˈbəd̪.ˈd̪ʰəp.ɹə.lɑː.pin/,बह्व्-अबद्ध-प्रलापिन्,0
